,Player,Position,season,draft_score
2326,Maxim Shalunov,C,2011,0.28274023328117615
2327,Brandon Francisco,LW/RW,2011,0.28256195952186125
2328,Mike Cazzola,C,2009,0.28243605047226983
2329,Paul DeNaples,D,2017,0.28232861938001974
2330,Daniel Johnston,D,2011,0.282266318778979
2331,Marco Scandella,D,2008,0.2822160821815037
2332,Andrew Shewfelt,LW/RW,2014,0.2822057765260245
2333,Teddy Doherty,D,2012,0.2821890452042573
2334,Mike Looby,D,2003,0.281721966560799
2335,Gennadi Churilov,C,2005,0.2815631446912996
2336,Tomas Kundratek,D,2008,0.2809933775006581
2337,Jan Hladonik,C,2017,0.28073875398520154
2338,Rudolf Cerveny,LW/RW,2007,0.28073875398520154
2339,Kirill Polozov,LW/RW,2009,0.28072166501373486
2340,Dexter Weber,D,2014,0.28066647448809584
2341,Keith Rodger,D,2003,0.2805394523150692
2342,Jimmy Martin,D,2007,0.2805371100548569
2343,Daniel Sparre,LW/RW,2003,0.2805262058816824
2344,Igor Musatov,RW,2006,0.2804955784510075
2345,Andrew Thomas,D,2004,0.2803347901173312
2346,Jonatan Tanus,LW/C,2013,0.27996360531422826
2347,Andrei Kostitsyn,LW/RW,2003,0.27985394771915767
2348,Darren Helm,W/C,2005,0.2798119550951555
2349,Jason Fram,D,2013,0.2793351577102437
2350,Alexandre Fortin,LW,2015,0.2788229904628878
2351,Ned Lukacevic,C/LW,2004,0.27874636002618386
2352,David Tomasek,C,2014,0.27859667827363627
2353,Adam Zamec,LW,2008,0.2784339423603594
2354,Zachary Poirier,C,2016,0.27838287248406113
2355,Stanislav Polodna,C,2007,0.278324286148372
2356,Carter Rigby,LW,2012,0.2780637755608799
2357,Matt Brown,LW,2009,0.27804394127880006
2358,Yegor Averin,W/C,2007,0.27801114587679354
2359,Alexander Mikheyonok,F,2005,0.2777126125609957
2360,Philippe Garnier,D,2007,0.27734250390255255
2361,Jonathan Hazen,RW,2008,0.2772490345930039
2362,Jamal Watson,LW/RW,2013,0.27698117571218217
2363,Mario Kempe,W/C,2007,0.2769715938451496
2364,Jake Ringuette,D,2012,0.2768917583261306
2365,Mika Partanen,LW/RW,2011,0.2768783807361646
2366,Ben Chiarot,D,2009,0.2766492631192193
2367,Cory McGillis,LW,2006,0.2765438508545429
2368,Guillaume Gélinas,D,2011,0.276433639742785
2369,Samuel Morneau,C,2008,0.27636414593500896
2370,Jesper Frödén,RW/LW,2013,0.27625789037794823
2371,Steele Boomer,C,2008,0.2757722652082617
2372,Bret Nasby,D,2004,0.27568425017949355
2373,Dylan Yeo,D,2004,0.27565198638071864
2374,Colton Jobke,D,2010,0.2754517252827642
2375,Wacey Hamilton,C,2008,0.27543135672692526
2376,Patrick Sieloff,D,2012,0.27540675166343404
2377,Filip Suchý,C,2016,0.27530581385969716
2378,Kris Hogg,LW,2004,0.27462082119969145
2379,Denis Guryanov,RW/LW,2015,0.2745570647692855
2380,Oscar Flynn,F,2017,0.27434778471783294
2381,Danny Ehrman,D,2003,0.2738059594427753
2382,Ethan Szypula,C,2015,0.2730999253852511
2383,Kyle Bailey,C,2005,0.2730337119034646
2384,Alexandros Soumakis,LW,2012,0.272732158847976
2385,Cole Coskey,RW,2017,0.2724584420355
2386,Cody Carlson,D,2009,0.2723831906992705
2387,Nick Walters,D,2012,0.2721897362716059
2388,Marek Zachar,LW,2016,0.2721487058402654
2389,Petr Skatula,F,2005,0.2721487058402654
2390,Vladimir Ruzicka,C,2007,0.2721487058402654
2391,Martin Podesva,C,2007,0.2721487058402654
2392,Pavel Kubena,F,2006,0.2721487058402654
2393,Artyom Artyomov,RW,2015,0.2719342571617319
2394,Riley Woods,C/LW,2016,0.2716896988231839
2395,Marcus Sylvegård,RW/LW,2017,0.27160730113010495
2396,Jake Bischoff,D,2012,0.2710060042036076
2397,Mike Mascioli,RW,2008,0.2708485981073632
2398,Patrik Norén,D,2011,0.2707529284556158
2399,Matt Bellerive,RW,2013,0.2705221019533732
2400,Josh Beaulieu,LW,2005,0.2702760915198507
2401,Dustin Molle,D,2004,0.27007026868885764
2402,Daniil Vertiy,LW,2017,0.2700154210738121
2403,Emmanuel Boudreau,D,2007,0.269855792595687
2404,Darby Llewellyn,LW/RW,2014,0.2698209678071148
2405,Peter-James Corsi,C,2006,0.2697799313659988
2406,Evan Bloodoff,LW,2009,0.26959510180360435
2407,Jesse Forsberg,D,2011,0.26940669949999385
2408,Jean-Philippe Paquet,D,2005,0.2691325913937406
2409,T.J. Oshie,RW,2005,0.26897100259306883
2410,Mark Kastelic,C,2017,0.2687300585358806
2411,Nick Swaney,RW/C,2015,0.26839911997778043
2412,Mikael Langlois,D,2011,0.26837318734141025
2413,Drew Paris,D,2006,0.2683334462893318
2414,Nick Larson,LW,2008,0.2683201126737973
2415,Malte Strömwall,RW,2012,0.26829090523788046
2416,Eric Henderson,LW,2016,0.26800600054916196
2417,Robbie Russo,D,2011,0.26777500878697635
2418,Viktor Lindgren,RW,2004,0.26776127485831314
2419,Anton Johansson,C,2017,0.26776127485831314
2420,Viktor Arvidsson,LW/RW,2011,0.26776127485831314
2421,Kim Karlsson,C/LW,2008,0.26776127485831314
2422,Johan Alcén,LW/RW,2006,0.26776127485831314
2423,Lukas Eriksson,C/LW,2007,0.26776127485831314
2424,Villiam Haag,RW/LW,2012,0.26776127485831314
2425,Linus Ölund,C,2015,0.26776127485831314
2426,Jan Kostalek,D,2013,0.2673812632190523
2427,William Bower,C,2016,0.2673574624716917
2428,Philip Beaulieu,D,2013,0.26725587842425935
2429,Beau McCue,RW,2013,0.26709351245519886
2430,Micheal Ferland,LW/RW,2010,0.2666611322853657
2431,Kade Landry,D,2017,0.26641319887161
2432,Daulton Siwak,C/RW,2012,0.26637148044701875
2433,Vojtech Tulacka,F,2013,0.26636255984363894
2434,Filip Stoklasa,LW,2009,0.26636255984363894
2435,David Kämpf,C/RW,2013,0.26636255984363894
2436,Lubos Rob,LW,2013,0.26636255984363894
2437,Mitch Moroz,LW,2012,0.266279566806844
2438,Tomas Sample,D,2005,0.26611463732331947
2439,Nathanael Halbert,D,2014,0.26572787494888495
2440,Simon Lafrance,C,2017,0.26564103711521675
2441,Dawson Leedahl,LW,2014,0.26553523667524753
2442,Kevin Smith,D,2009,0.2649109901017924
2443,Christian Wolanin,D,2013,0.26484921263560923
2444,Cameron Wind,D,2010,0.2645970629668645
2445,John Adams,C,2004,0.26446942108868043
2446,Cody Sol,D,2009,0.2637358103408561
2447,Reed Whiteside,D,2013,0.2633668307790453
2448,Danny Stewart,C,2003,0.2633126614338105
2449,Cam Lee,D,2015,0.26237262762464897
2450,Allain Saulnier,RW,2010,0.2618923226867864
2451,Nick Fugère,LW,2004,0.2615615404850823
2452,Artyom Podshendyalov,LW,2008,0.26152603703216415
2453,Chris Hulit,RW,2003,0.26099378113191396
2454,Justin Caruana,D,2005,0.26089190992080896
2455,Logan Stanley,D,2016,0.26081143934215345
2456,John Doherty,LW,2011,0.2607326667640711
2457,Jesse Brown,LW,2008,0.2601028586318494
2458,Brett Sonne,C/LW,2007,0.2596714281860453
2459,Michael Swift,C/LW,2005,0.2594429671020173
2460,Matt Fornataro,C,2003,0.2594173631827094
2461,Austen Brassard,RW,2011,0.25921387502681215
2462,Anthony DiFruscia,LW,2013,0.25914908069910714
2463,Darcy Ashley,RW,2011,0.25896090862429944
2464,Luke Judson,RW/C,2009,0.2587934809392694
2465,Michael Dorr,F,2007,0.2587732394717082
2466,Radko Gudas,D,2008,0.2584156270419844
2467,Jan Kolar,D,2005,0.2584156270419844
2468,Luke Burghardt,C,2016,0.2583080580472088
2469,Carl Gustafsson,LW,2008,0.2582182066306506
2470,Marek Tvrdon,LW/RW,2011,0.2580016053223263
2471,Nick Layton,C,2007,0.2576501276491594
2472,Stephen Desrocher,D,2014,0.25724414479991875
2473,Jakub Lev,LW/C,2009,0.2568483661245993
2474,Keegan Ford,D,2014,0.256764339872221
2475,Tomas Soustal,C,2015,0.2565089595620811
2476,Joshua Burnside,LW,2013,0.2562451419395304
2477,Terrell Draude,C,2015,0.2559788950652503
2478,Graeme Brown,D,2014,0.2556353202671956
2479,Mitchell Balmas,LW,2016,0.25493817337481917
2480,Frank Hora,D,2014,0.25466969644181614
2481,Marc-Olivier Brouillard,RW,2011,0.25450923666610625
2482,Mike Vlajkov,D,2013,0.25425036414944246
2483,Jake Durflinger,RW,2016,0.2541913560371998
2484,Matthew Philip,C/LW,2017,0.25353896739370596
2485,David Stich,D,2007,0.2532616548668908
2486,Zach Palmquist,D,2009,0.2532389114822374
2487,A.J. Michaelson,C/LW,2012,0.25316311469088193
2488,Michael D'Orazio,D,2008,0.2531209692082328
2489,Scott Todd,D,2005,0.25246874313136675
2490,Tony Parrish,D,2003,0.25234394648222497
2491,Mitch Bartley,LW,2003,0.25227807945788966
2492,Zane Jones,LW/RW,2012,0.25186544493006485
2493,Alex Poulter,C,2008,0.25169439420789136
2494,Chad Butcher,RW,2014,0.2516768764072333
2495,MacKenzie Johnston,D,2012,0.2515728315550826
2496,Charlie Dodero,D,2011,0.2512323396841152
2497,Simon Le Coultre,D,2017,0.2502559498459444
2498,Greg Betzold,LW/C,2013,0.24984800212914254
2499,Roy Radke,RW,2015,0.2498306545276859
2500,Ryan Tesink,C/W,2011,0.24963932012686074
2501,Brett Gustavsen,LW,2012,0.24963646806077822
2502,Adam Bourque-Leblanc,D,2007,0.24955165346851518
2503,Blake Martin,F,2005,0.2492240490269361
2504,Tim Campbell,D,2009,0.24919898049530426
2505,Tony Calderone,RW,2013,0.24919675932736993
2506,Matt Smyth,RW,2007,0.24918385654583847
2507,Jean-Sébastien Dea,C/RW,2012,0.2490986830309971
2508,Kevin Hancock,LW/C,2016,0.2490882331097194
2509,Greg DiTomaso,D,2014,0.24859261397604704
2510,Kevin Lind,D,2010,0.2484835545208691
2511,Connor Carrick,D,2012,0.24835194835372051
2512,Shawn Boudrias,RW,2017,0.24833453870600075
2513,Mitch Lebar,LW,2009,0.24818874194525783
2514,Andrew Bodnarchuk,D,2006,0.2478628713577153
2515,Marian Studenic,RW,2017,0.24756543416899138
2516,Travis Walsh,D,2011,0.24714604277373278
2517,Matt Luff,RW,2015,0.24710484655427095
2518,Denis Fakhrutdinov,LW/C,2008,0.24687589749511618
2519,Kyle Langdon,C,2016,0.24672329668780021
2520,Andrew Poturalski,C,2012,0.2461270414280233
2521,Dan Speer,C,2003,0.2455020012146577
2522,Morgan Simonson,D,2004,0.24528804774252205
2523,Josh Birkholz,RW,2009,0.2451702623619969
2524,Nate Arentz,C/LW,2012,0.24505218322354808
2525,Shane Eiserman,C/W,2014,0.24481032689126533
2526,Tony Stillwell,D,2015,0.2447024432018824
2527,Brenden Walker,RW,2010,0.24446688611848752
2528,Adam Hobson,W/C,2005,0.24418557534101903
2529,Max Hartner,D,2010,0.24407827325780435
2530,Carl Neill,D,2014,0.24397650638227175
2531,Philip Samuelsson,D,2009,0.24385070348860455
2532,Seth Helgeson,D,2009,0.24358310696283536
2533,Paul Kurceba,D,2005,0.24354830163132846
2534,Mattias Sjögren,C,2006,0.24334692943873282
2535,Matt Lyall,C,2006,0.2428933584678014
2536,Magomed Gimbatov,RW,2009,0.24286089780843406
2537,Mike Hull,F,2006,0.24283468919767673
2538,Justin Wade,D,2012,0.24280611545447506
2539,Matt Anderson,D,2017,0.24243557407944608
2540,Brennan Yadlowski,D,2009,0.24221483477342473
2541,Maxim Lapierre,C,2003,0.24208794231330216
2542,Josh Paterson,C,2017,0.24195631987637678
2543,Geoff Killing,D,2005,0.24170650007804356
2544,Dominik Lakatos,C/LW,2015,0.24150391455642298
2545,Ondrej Beranek,F,2014,0.24150391455642298
2546,Mark Tobin,C,2004,0.24129696182399332
2547,Derek Gentile,C,2017,0.2410278446294135
2548,Jarred Tinordi,D,2010,0.24083381540742793
2549,Seth Soley,C,2008,0.24059633119178758
2550,Sam Harding,C,2015,0.2404848793137343
2551,Luke Pither,C,2007,0.2402598789343397
2552,Ryan Ivey,D,2013,0.24011163455505188
2553,Austin Accettura,D,2008,0.24007669628013256
2554,Alex Iafallo,C/LW,2012,0.2400476495656096
2555,Jeremy Boyce,C/LW,2011,0.23958871367463586
2556,Anton Mylläri,D,2009,0.2392462842856948
2557,Andrew Shaw,C/RW,2009,0.23919523793563666
2558,Reagan O'Grady,D,2017,0.23883179678071115
2559,Wyatt Aamodt,D,2016,0.23868855737427572
2560,Josh Hanson,D,2012,0.23847742536487898
2561,Ryan Olsen,C,2012,0.23827081626680122
2562,Kevin Elgestål,RW/LW,2014,0.23820732065148556
2563,Anthony Salinitri,C,2016,0.2381117034817862
2564,Daniel Singer,RW,2017,0.2380197546694216
2565,Tomas Andrlik,D,2014,0.23784814117378256
2566,Mathieu Méthot,LW,2006,0.23769703508475193
2567,Austin Pratt,C/LW,2017,0.23753577843724774
2568,Chris Crane,RW,2010,0.237470631134089
2569,Clark Bishop,C,2014,0.23723833621178847
2570,Justin Bostrom,RW,2004,0.2371662737758865
2571,Jerret Smith,D,2013,0.23710390686403804
2572,Jordan Collins,D,2004,0.23698251048761482
2573,Dylan MacDonald,D,2011,0.2369749400336009
2574,Joey Keane,D,2017,0.2369606203821365
2575,Jonathan Duchesneau,C,2005,0.2368104735562587
2576,Jacob Wilson,D,2015,0.2367928310395803
2577,Chase Clayton,C,2012,0.23678678730965572
2578,Ryan Walker,LW,2015,0.23642345469394474
2579,Johnathan MacLeod,D,2014,0.23630597941556614
2580,Frank Grzeszczak,D,2007,0.23585694798723983
2581,Sean Callaghan,D,2012,0.23573403067955262
2582,Martin Bucek,F,2004,0.2357154870941527
2583,Antoine Roussel,LW,2008,0.23556885437425704
2584,Joseph Blandisi,C/LW,2012,0.23544555522612814
2585,James Henry,LW,2009,0.23523344955383033
2586,Ryan Lowery,D,2006,0.2351484648624145
2587,Elijah Roberts,D,2017,0.23514558981413897
2588,Yevgeni Bodrov,C,2006,0.23500302729787487
2589,Ryan Gagnon,D,2014,0.2349263593781091
2590,Jonathan Webb,D,2003,0.2349024590974335
2591,Connor Hurley,C,2013,0.23473269182516415
2592,MacKenzie Entwistle,C/RW,2017,0.2347145917144896
2593,Grigori Shafigulin,C,2003,0.2345527132503689
2594,Rich Clune,LW,2005,0.2343215693762116
2595,Cameron Lizotte,D,2015,0.23428003732752173
2596,Kris Schmidli,C/RW,2014,0.2340028255428419
2597,Mark Auk,D,2013,0.2339276726045486
2598,Marc-André Labelle,RW,2007,0.23367373937253205
2599,Jakub Doktor,F,2015,0.2336559306369361
2600,Justin DiBenedetto,C/LW,2006,0.2333940365822583
2601,Spencer Smallman,RW,2014,0.23323396304435834
2602,Médric Mercier,D,2015,0.23322908778991605
2603,Tyler Shattock,RW,2008,0.23316686953364177
2604,Dakota Joshua,C,2014,0.2329888669034246
2605,Trevor Glass,D,2006,0.23284966093863485
2606,Gera Poddubnyi,C/LW,2017,0.2328336353037167
2607,Jamie Crooks,LW,2010,0.23229821077649382
2608,Holden Cook,C/RW,2013,0.23171398464152107
2609,Brady Brassart,C/RW,2011,0.23153033011347654
2610,Mark Mancari,RW/LW,2003,0.23143396123187354
2611,Julien Levasseur,D,2010,0.23123059132689602
2612,Loch Morrison,D,2015,0.23119061122139803
2613,Sean Escobedo,D,2009,0.2310622869981045
2614,Trevor Morbeck,RW,2012,0.23104109632092426
2615,Zach Bearson,RW,2005,0.23099720577938407
2616,Trevor Hamilton,D,2013,0.23098855087202963
2617,Clint Lewis,D,2013,0.2309812913859101
2618,Dominic DeSando,C,2009,0.23091261277979924
2619,Brett Neumann,C,2017,0.2308006829204123
2620,Barrett Kaib,D,2011,0.2306225913226625
2621,Billy Bezeau,D,2005,0.23061917892350564
2622,Cameron Cooper,D,2006,0.23046844956315216
2623,Maxime Provencher,D,2007,0.23013895027881445
2624,Yan Aucoin,D,2017,0.23002616565651846
2625,Jeff Foss,D,2007,0.2299340248681508
2626,Brock Sutherland,D,2009,0.22970270328958067
2627,Ludvig Wallin,C,2017,0.22967066097083
2628,Alex Wideman,RW/LW,2010,0.22953673301329988
2629,Sheldon Dries,C,2012,0.2294880008025385
2630,Andy Smith,C,2007,0.22931593694112423
2631,Marc Zanetti,D,2009,0.22917385716213742
2632,Chris Collins,C,2010,0.22911667938160699
2633,Scott Brannon,RW,2007,0.2290780914809899
2634,Marek Kalus,LW/RW,2011,0.22896586694067517
2635,Grant Webermin,D,2012,0.22875783123275595
2636,Garrett Cecere,D,2013,0.2287311390214956
2637,Alexander Hult,C,2003,0.22867930414428678
2638,Mitch Theoret,D/C,2011,0.22862609709416878
2639,Elijah Francis,D,2016,0.22855308698307766
2640,Liam Schioler,D,2016,0.22853891681691435
2641,Kyle Farrell,C,2012,0.22853739740778609
2642,Matt Ambroz,RW,2005,0.22853462752575454
2643,Justin Almeida,C/LW,2017,0.2285032252371914
2644,Félix Lauzon,C,2016,0.22832259504270275
2645,Ryan Sparling,RW,2006,0.22800162850178646
2646,Marc-André Côté,C,2005,0.22783328559562313
2647,Anthony DeLuca,LW,2013,0.2275537879406642
2648,James Hilsendager,D,2015,0.22751510953033982
2649,Brenden Kichton,D,2010,0.22728768049013232
2650,Emil Norberg,RW,2017,0.22722727093463407
2651,Taylor Raszka,RW,2005,0.22719429334364188
2652,Mathias Franzén,LW/RW,2010,0.22708167674468288
2653,Ty Lewis,LW,2016,0.226915515743253
2654,Gregg Sutch,RW,2010,0.22680478131742873
2655,Brian Birkhoff,D,2009,0.22672441670247984
2656,Jeff Braithwaite,D,2010,0.22653116647005236
2657,Christopher Paquette,C,2016,0.22648098404123956
2658,Jan Mandát,C/LW,2014,0.22616289669656392
2659,Tyson Helgesen,D,2015,0.2257003830416026
2660,Tim Wahlgren,C/W,2016,0.22556905395382548
2661,Sebastian Olsson,LW/RW,2015,0.22555757234925544
2662,Sebastian Magnusson,LW,2006,0.22551053696325624
2663,Ryan Bender,D,2005,0.22500122702547487
2664,Gabriel Bilodeau,D,2016,0.22497111069258013
2665,Nick Tarnasky,LW/C,2003,0.2247791872369434
2666,Chris MacKinnon,LW,2007,0.2246090210044047
2667,Robert Lantosi,RW/LW,2014,0.22449085317824005
2668,Justin Maylan,C,2009,0.22448701370089957
2669,Sébastien Trudeau,RW,2009,0.2243893978283264
2670,Cody Chikie,C,2010,0.22433095914592358
2671,Jordan Maher,RW,2016,0.2240637486039351
2672,Ryan Moore,C/RW,2015,0.22393437925729237
2673,Corey Durocher,C,2010,0.2238102796012332
2674,Christian Hanson,C/RW,2004,0.223601968521273
2675,Emil Aronsson,C/LW,2014,0.22358761028770513
2676,Christian Gaudet,C,2004,0.2234201800923004
2677,Joël Champagne,C,2008,0.22309772027480765
2678,Yevgeni Isakov,LW,2003,0.2228555175940799
2679,Pavel Akolzin,LW/RW,2009,0.22283467050039657
2680,Damir Ryspayev,F/D,2013,0.22283467050039657
2681,Mathieu Boucher,LW,2015,0.22269647876090912
2682,Jonathan Yantsis,F,2017,0.22265172986307027
2683,Randy Cameron,C,2007,0.22258352759425876
2684,Alexandre Quesnel,LW,2008,0.2225563161164579
2685,Mario Mucka,RW,2017,0.22253794701855184
2686,Michael Joly,RW,2013,0.222521855322485
2687,Alex Roach,D,2011,0.22251913185686892
2688,Aaron Haydon,D,2014,0.22231492957597643
2689,Mika Cyr,F,2017,0.22184117147483084
2690,Dylan Capstick,D,2011,0.22141913684294984
2691,Tobias Lindberg,RW/LW,2013,0.22138266696958142
2692,Jordan Evans,D,2010,0.22138221014828754
2693,William Lochead,D,2016,0.22126746044609946
2694,Zachary Lauzon,D,2017,0.22125228961356552
2695,Ethan Sakowich,D,2017,0.22103574777561935
2696,Martin Lojek,D,2003,0.22097500982727286
2697,Oliver Olsson,C/LW,2016,0.22087458699715104
2698,Christoffer Ehn,C,2014,0.22087458699715104
2699,Filip Sveningsson,LW,2017,0.22087458699715104
2700,Martin Laumann Ylven,LW/RW,2007,0.22087458699715104
2701,Mattias Hellström,C,2004,0.22087458699715104
2702,Philip Alftberg,D/RW,2015,0.22087458699715104
2703,Lukas Enqvist,C/LW,2016,0.22087458699715104
2704,Nicklas Lasu,C,2008,0.22087458699715104
2705,Casper Carning,C/W,2009,0.22087458699715104
2706,Anton Toolanen,W/C,2015,0.22087458699715104
2707,Jesper Fast,RW/LW,2010,0.22087458699715104
2708,John Dahlström,LW/RW,2015,0.22087458699715104
2709,Glenn Gustafsson,C/W,2016,0.22087458699715104
2710,Patrick Cehlin,RW,2009,0.22087458699715104
2711,Ted Brithén,C,2009,0.22087458699715104
2712,Christopher Bengtsson,C/LW,2012,0.22087458699715104
2713,Agust Carlsson,C,2010,0.22087458699715104
2714,Mathieu Labrie,D,2005,0.22081315071509677
2715,Jesse Goodsell,D,2003,0.22040699324084884
2716,Jacob Svensson,C/RW,2017,0.22038398511030285
2717,Chandler Yakimowicz,RW/C,2014,0.220303217891579
2718,Dan Iwanski,LW,2008,0.2200855110979472
2719,Mike Reich,C,2006,0.21986666741531113
2720,Mitchell Fox,RW,2010,0.21974631779890075
2721,Steven Mercier,C,2011,0.21971925574596107
2722,Sebastian Dyk,RW,2011,0.21952080405318686
2723,Brandon Devlin,D,2012,0.2194655705586423
2724,Tyler Randell,RW,2009,0.2193358317955806
2725,Sébastien Rioux,D,2006,0.21928172158672465
2726,Nick Schilkey,RW,2012,0.219091903353788
2727,Guillaume Gauthier,LW,2013,0.21909130683091757
2728,Kevin Domingue,C,2014,0.21877762193457495
2729,Pavel Jenys,C,2014,0.21876428697318884
2730,Maxime Boisclair,LW/RW,2003,0.21868356415886592
2731,Frédérik Cabana,C/LW,2004,0.2186245550366847
2732,Peter Maric,F,2011,0.21841699023822414
2733,Kristian Røykås Marthinsen,LW,2017,0.21829642388746448
2734,Ivan Kozlov,LW,2017,0.21822862301166654
2735,James DeLory,D/W,2006,0.21818404465239488
2736,Martin Gudmundsson,RW,2004,0.21782432565354076
2737,Hampus Gustafsson,LW/C,2009,0.21775500643720314
2738,Matt Fillier,LW,2007,0.2176738438290199
2739,Ty Schultz,D,2015,0.2175164160894571
2740,Martin Slovak,LW,2003,0.21738622809348065
2741,Olivier Donais,RW,2006,0.21728211114261342
2742,Robbie Burt,RW,2017,0.21709742852966776
2743,Mitch Gaulton,D,2008,0.2170938096146245
2744,Jacob Busch,RW/C,2014,0.21688132539446714
2745,Igor Levitsky,LW/RW,2011,0.21687331648478003
2746,Alexander True,C,2015,0.21681334293607263
2747,Daniel Bartek,LW,2007,0.21679970342633664
2748,Nick Trecapelli,D,2010,0.21674374356940004
2749,Danick Jasmin-Riel,LW,2003,0.21642027943199066
2750,Eric Regan,D,2006,0.21639746370649854
2751,Jean-Claude Sawyer,D,2004,0.2162331311387869
2752,Taylor Vause,C,2010,0.2161819632766516
2753,Charles-Édouard D'Astous,D,2016,0.21606732017091523
2754,Cole Carter,RW,2016,0.215944152087754
2755,Kim Jansson,LW,2004,0.21586307121222714
2756,Pavel Vinogradov,RW,2006,0.21572813583445474
2757,Carl Gélinas,LW,2010,0.2156987652288095
2758,Josh MacDonald,LW/RW,2012,0.21569425211480808
2759,Pat O'Keefe,D,2006,0.2155028648089729
2760,Jacob Nilsson,C/LW,2012,0.21544218280887312
2761,Blaine Tendler,D,2008,0.21544077642015963
2762,Alex Saulnier,C,2010,0.2153619306752651
2763,Spencer Main,C,2010,0.21535751892186872
2764,Denis Hollenstein,LW/RW,2008,0.21530989090538724
2765,Saku Vesterinen,D,2017,0.21527908970286908
2766,Derek Daschke,D,2016,0.21527340378106516
2767,Keven Charland,LW,2007,0.21507924280384855
